id;cpf;data_nascimento;cep_id;end_numero
13428;34911184020;1976-03-17;69015646;1069
13429;97810664554;2006-11-05;83040090;982
13430;31566013694;2011-09-03;72823718;1071
13431;30876219577;1995-09-14;24241200;383
13432;56005696567;1977-12-09;22211200;453
13433;11767005980;2014-09-15;20970530;721
13434;47311175861;1966-10-09;24450110;458
13435;00919840904;1976-10-11;40387035;969
13436;22576978875;1973-11-07;78060260;204
13437;51297782068;2019-04-23;39440138;913
13438;60131379329;1931-04-16;26572480;1105
13439;64964511838;1999-09-22;29650970;280
13440;80807811895;1934-12-19;55014132;640
13441;43738992145;2005-08-23;37010230;982
13442;09496879833;1971-02-14;65091775;999
13443;07275681800;1968-08-08;37002070;975
13444;09146471462;2007-06-13;74976285;350
13445;07893735110;2005-02-14;95020412;358
13446;29073184163;2008-01-28;63502055;1195
13447;43405239662;1995-06-14;72125540;531
13448;79004588932;1998-09-08;36071060;655
13449;55176171353;2008-05-15;74956140;898
13450;62776822726;1994-12-01;66085023;1014
13451;31927382342;1980-01-11;76988004;370
13452;77517417311;1987-10-04;89282600;703
13453;02385853777;1929-08-30;49065259;929
13454;34975430441;1974-06-14;59133560;948
13455;08319273830;1997-12-06;79601190;1150
13456;56177613595;2016-06-23;58700468;499
13457;92316237470;1968-12-08;74369685;522
13458;58806781705;1977-11-11;63115045;311
13459;09846655878;1975-10-18;55028040;861
13460;93548612566;2007-01-20;27521635;482
13461;23970400530;2005-04-27;33944018;746
13462;44716858869;2002-12-31;68035146;640
13463;69362458010;1925-01-02;38425426;1111
13464;37868779137;1999-05-08;37245970;742
13465;58372560496;2009-06-03;29900050;812
13466;31127406956;2003-12-05;74433170;1176
13467;67619129257;2010-11-28;96222970;893
13468;60157343285;1986-10-21;25645550;874
13469;94149790714;2003-03-13;72837210;264
13470;03295993339;1968-11-21;96208060;363
13471;92138376410;1983-09-05;54505970;480
13472;51155865107;1940-08-30;53637110;545
13473;26984993871;1976-02-10;32242130;1185
13474;83768770578;1962-03-12;31573220;975
13475;62459896296;1966-05-12;31680270;898
13476;18210715134;1922-06-07;88338048;730
13477;12646762361;1996-12-13;83212348;240
13478;29972155069;1983-08-11;45993120;744
13479;88774842601;1980-08-23;28611250;669
13480;72144833822;2017-06-13;26070293;420
13481;70515008963;1936-10-10;53190315;1121
13482;00074151708;2006-07-02;74952360;828
13483;71409641651;1992-12-16;70879150;269
13484;08509322339;2021-01-31;38190973;1177
13485;18781855878;1971-09-23;41342355;254
13486;43443805978;1983-07-15;41515200;935
13487;47195767045;2011-12-31;23955265;485
13488;62061991849;2005-04-03;21510560;808
13489;18406316636;1999-12-30;66095192;375
13490;00053977897;1979-02-09;68701816;893
13491;59801733152;1978-03-18;57600325;787
13492;34551425013;2007-02-15;89035065;520
13493;50834283191;1939-09-03;84070070;575
13494;46039838518;1994-05-11;58407120;725
13495;87983165071;2006-12-10;73340610;970
13496;30294809009;1998-06-26;23515170;950
13497;12107482404;1985-05-01;68702272;1101
13498;01124603050;1994-06-20;26580390;227
13499;02322702078;1963-05-25;88311332;508
13500;11104747379;1939-09-16;41181015;993
13501;64709998185;2019-12-28;31535494;911
13502;46506000435;2006-03-28;96402550;741
13503;24556121387;1963-01-06;61948350;235
13504;72573135524;1963-11-27;72579640;638
13505;40541070534;1979-12-05;71256400;593
13506;72613078325;1980-12-09;67146046;812
13507;30159098668;1974-11-21;60822374;1124
13508;49098381292;2010-11-29;55606000;791
13509;37362507731;1974-01-03;51030440;863
13510;02152646909;1992-02-16;61915050;583
13511;81655288788;1934-09-22;58033901;1149
13512;97842780019;1985-07-25;45994170;902
13513;70008356609;2004-09-29;54774050;1199
13514;20824550549;1935-03-24;59219971;1093
13515;10112453781;2006-02-28;31930390;468
13516;16386299380;1964-07-19;66026026;496
13517;94048182883;1999-06-14;89708420;200
13518;24511486391;1974-10-03;45078556;311
13519;47102594183;2014-08-12;48030700;469
13520;64701885230;2003-11-14;27265470;304
13521;09440641457;2009-05-18;60130515;1045
13522;97841262781;1994-06-26;68630756;756
13523;03510124638;1994-01-01;48603726;1067
13524;92726119520;1976-05-24;78088825;1197
13525;32783299813;1929-11-05;29850972;505
13526;54791783650;2008-12-04;74835120;640
13527;74601119753;2008-05-17;93120250;649
13528;80998720408;2016-11-15;60360842;883
13529;37887891744;2021-02-07;21630340;733
13530;75045819187;1983-02-07;53411221;355
13531;07788521809;2004-11-07;63503365;1115
13532;00478077859;2004-12-25;59640326;1149
13533;08750107097;1976-07-16;88037542;482
13534;79430104005;1990-09-22;53520172;737
13535;46419172514;1979-08-17;91751450;624
13536;43373964583;1996-01-23;96095220;296
13537;53345191049;2015-03-09;59042135;263
13538;41187359647;1974-03-08;41253108;1048
13539;14001019411;2014-02-20;44023185;804
13540;26802666035;1972-06-04;88509530;1108
13541;11141208519;1969-03-24;54300092;719
13542;93348105803;1999-01-29;29210170;574
13543;64960194538;2008-09-05;24342090;238
13544;58151034557;1996-03-29;83070120;752
13545;46613478727;1940-12-08;53560150;666
13546;36272346812;2018-05-10;21010322;679
13547;68016927385;2008-08-06;25245822;659
13548;06244269254;1979-08-06;83404100;303
13549;62023165620;1977-01-10;22765200;1150
13550;59702089852;1968-06-15;64011842;1050
13551;23885500058;1976-04-12;86078666;1002
13552;32216714106;1997-03-16;49070663;1135
13553;75115214396;2017-10-22;27933400;908
13554;61870814225;1974-12-07;60342170;1071
13555;01928882098;1995-11-06;72225299;768
13556;16893518761;2017-02-25;50731250;1145
13557;54423317564;1992-12-07;85906706;949
13558;32039126963;2011-02-07;83085470;218
13559;22152170814;2017-12-31;25060650;1083
13560;17058599623;2018-04-17;89052295;1040
13561;60737247620;1965-07-17;96020570;867
13562;72763541540;1993-07-16;59173974;1046
13563;16115576318;2007-10-06;55588970;905
13564;71732172248;1928-08-16;40830355;576
13565;95621010578;1926-12-19;23530078;1045
13566;25166155157;2017-02-19;94828010;617
13567;38321289784;1992-11-24;86037875;860
13568;79279834953;1935-09-30;71993625;716
13569;10331622393;2013-09-17;31035340;475
13570;78637282084;1997-11-15;88370106;818
13571;93499663132;1993-05-24;40391304;442
13572;29492693688;1963-06-07;77816570;546
13573;77420500388;2017-09-27;74955031;642
13574;41579013257;1979-12-09;84600195;979
13575;54228142745;1994-06-03;75534069;388
13576;85415411861;1997-03-30;79062642;207
13577;59210556679;1966-12-01;88370555;287
13578;12217589479;1940-10-08;54090200;427
13579;72080587007;2004-02-15;88103190;359
13580;92597110957;1975-08-06;66030188;202
13581;74896271949;1927-05-12;89015152;1048
13582;67571526880;1996-09-20;88070510;1129
13583;48343813669;1936-06-14;53220063;768
13584;39492792541;2015-04-20;59622755;275
13585;03561039449;2005-11-21;25240222;581
13586;88659457743;1935-06-17;24756540;316
13587;74630983744;2005-06-17;24715460;909
13588;38385485164;1996-03-07;52091192;203
13589;89301877615;2006-10-03;29026017;537
13590;19017465443;1968-11-20;57060364;1088
13591;50138726698;2016-04-21;59131560;1025
13592;45707128579;1933-02-22;22010050;918
13593;72106546445;2017-01-30;59062310;279
13594;17420602958;1976-01-23;75120510;811
13595;01960952732;1970-11-24;74973230;1003
13596;34361569297;1970-11-19;38082220;1026
13597;11510726687;2002-05-04;26180125;700
13598;30457916216;1978-02-24;24456460;1070
13599;10215287601;1977-03-01;74580535;367
13600;97731938026;1964-02-23;22775360;643
13601;11172157775;1987-10-23;91570571;235
13602;00011632018;1983-12-17;40393440;374
13603;64562920939;1939-02-18;63101248;1169
13604;42103557683;1966-03-29;41322025;529
13605;46365851980;2021-03-24;97030126;677
13606;85933603387;2002-08-07;72215505;1065
13607;78641713972;2006-04-23;76811462;497
13608;59177504548;2006-02-20;40390780;581
13609;66196172926;1983-02-09;77813030;230
13610;68525769322;1989-04-15;83075132;742
13611;89695013536;1925-12-23;69005310;386
13612;88727872980;1995-09-26;54783600;608
13613;44299259499;2005-03-19;32611004;839
13614;75442968604;2002-08-24;27278070;389
13615;30964813172;1992-01-05;68502130;288
13616;88798311154;1986-04-19;78048510;741
13617;42129214512;1978-04-22;66640640;660
13618;36856242982;1982-01-26;40323520;353
13619;48334134347;2018-12-21;75096685;522
13620;43762183948;2002-09-23;26313220;590
13621;72277528195;2017-07-08;72135220;1136
13622;65736756777;1932-03-25;27220370;273
13623;94722239458;1974-03-06;24744500;391
13624;40605958567;1998-06-03;49069120;625
13625;06390983015;1940-10-01;73355410;994
13626;56255116823;1999-05-26;90680560;343
13627;54219442175;1983-04-07;70306905;222
13628;38553680773;2006-10-01;75391744;261
13629;02592343203;1993-08-14;55818445;354
13630;06407230029;2004-10-09;66113610;779
13631;03808900916;2013-11-20;49511140;1011
13632;42723145212;1971-11-16;91050270;238
13633;24056035602;1971-10-13;74303290;955
13634;08981235242;2015-02-16;95600350;387
13635;16515467126;2021-12-13;79114901;567
13636;71133335232;1989-12-17;88503310;376
13637;18471600042;1933-03-10;59020125;403
13638;30097589210;1997-04-15;25233289;364
13639;77717805978;1974-04-17;52131085;1078
13640;72958929211;2001-09-04;58309780;496
13641;73298335004;2008-04-15;58083578;334
13642;21156642303;2016-08-27;64209140;202
13643;85579801516;1930-07-17;76828676;1095
13644;43455208553;2019-05-08;68628579;721
13645;56818875576;2008-01-20;79115385;1063
13646;74403297973;1929-09-09;79050031;1071
13647;70996063040;1932-09-25;26475080;250
13648;35526861478;1995-02-04;59607050;550
13649;16615186028;1969-04-05;97060210;632
13650;42853460797;1965-03-23;42800410;1091
13651;90086040881;2008-08-03;26210180;686
13652;88022344094;1998-08-07;65302687;408
13653;24406812123;1997-07-26;72322213;687
13654;74251328336;2007-05-22;89084012;388
13655;62009407844;1979-05-06;38066060;494
13656;10619564471;1996-09-12;49047180;1050
13657;15632019674;1929-06-24;31810440;1188
13658;17942091218;1981-04-05;66095130;577
13659;19559878734;2012-07-31;62880330;1041
13660;54400911360;1964-12-06;91570612;265
13661;69638539827;1936-07-07;78507970;917
13662;03389926899;2005-06-26;87708680;1044
13663;92402968753;1977-04-26;21870170;362
13664;56460374965;1971-01-15;58430190;206
13665;33825298663;2004-08-08;32073410;563
13666;41207680970;1990-04-13;32606774;904
13667;02200540216;1995-02-16;32653518;895
13668;49061716948;2009-07-27;21852230;719
13669;72307051676;2006-01-09;60422702;1138
13670;26205152181;1937-11-18;78740460;277
13671;92251060568;1963-12-09;26140488;1156
13672;61956984430;1974-12-16;29182504;769
13673;20960509706;1996-09-03;49040293;598
13674;05256628532;2000-01-22;25535070;987
13675;70150950600;2005-08-29;61623030;947
13676;35069974372;2019-11-11;70770534;798
13677;37907194708;2002-01-25;88162042;534
13678;91550077802;1939-10-04;33880540;241
13679;07250164431;1966-04-28;26285340;1046
13680;88761373705;1934-07-14;71536231;1171
13681;11883982573;1996-07-14;79310601;350
13682;44294581747;1984-04-16;88117465;544
13683;86195499031;1986-08-06;52160385;1020
13684;25973365825;2008-04-28;73808351;523
13685;64318272506;1978-04-19;85885970;229
13686;06263327899;1969-04-15;59628680;370
13687;64377477037;2001-01-20;51180570;770
13688;73226610674;1995-08-17;59040132;890
13689;73637020592;2007-07-23;58434693;614
13690;28784868861;1987-07-17;60183030;518
13691;66952093771;1966-04-19;41205015;321
13692;58841262134;2001-12-31;60813770;201
13693;14687570368;1997-01-29;96503420;910
13694;07967355978;2005-12-28;22640250;518
13695;97294278873;2001-11-01;53220383;222
13696;30508567307;1965-08-02;75140610;535
13697;22437937378;1926-08-01;74063485;474
13698;15995279757;1968-10-11;36572040;1085
13699;59920157312;1990-10-03;75145410;564
13700;02358610521;2001-10-20;35430126;986
13701;69110656055;1936-12-02;89291053;391
13702;49539660922;2020-01-28;90250595;930
13703;79203311223;1993-09-02;24342180;799
13704;34493759029;2005-06-01;49055480;1082
13705;31812559759;1989-01-08;53435360;616
13706;44882205452;1932-05-23;74924170;821
13707;58152775762;1998-12-10;89037666;487
13708;70754833099;1968-02-18;86810010;879
13709;00645918722;1970-05-10;41311282;756
13710;86528029546;1924-05-16;49501610;544
13711;07586574274;1985-07-14;87023350;274
13712;10022722359;1963-11-28;72003450;467
13713;48583950256;1997-05-01;83706200;676
13714;24779351098;2008-10-01;73086325;936
13715;48479381407;2003-12-29;25906008;849
13716;48002986061;1937-12-26;25515361;844
13717;75381776407;1992-03-19;32407175;833
13718;32314966532;2005-12-06;54737530;315
13719;72418523327;1967-09-29;36062335;304
13720;63860702291;1996-09-26;63132060;923
13721;58301366192;2007-04-15;23520550;448
13722;94102925147;1972-06-26;53575117;574
13723;05618088206;2008-06-19;72578110;1078
13724;29899000396;2018-08-20;74934670;995
13725;19660790015;1985-09-26;55604520;844
13726;56940945897;1971-10-02;22795156;1026
13727;66622613723;1968-11-04;53220170;1073
13728;55287220454;1998-03-02;95072260;973
13729;99950587914;1938-02-23;52171215;417
13730;88243756363;2006-09-28;79301130;800
13731;53126324576;2008-04-23;81170472;798
13732;76522246028;1936-07-30;26022700;1145
13733;91133997076;2009-02-23;70648106;369
13734;79222267043;1939-01-07;26087280;1145
13735;22898692252;2007-08-08;71020068;581
13736;09851480479;1935-11-23;25086390;1028
13737;13620426207;1975-02-23;72650764;959
13738;95499262677;2006-07-04;93054440;317
13739;81946063765;1971-05-20;78035971;947
13740;28122863084;1984-01-02;49830970;911
13741;50998231378;2016-10-17;21725294;1184
13742;15934605407;2004-06-20;23017280;455
13743;19084006376;2005-10-07;72592209;922
13744;77943148986;1975-05-02;30390012;978
13745;94048874335;2015-10-15;23819090;292
13746;58114411026;2004-02-16;89072205;1172
13747;77373136648;2004-01-30;71750557;426
13748;37939035925;2019-04-30;53630105;631
13749;57910810238;2007-06-06;93225409;679
13750;26855742032;1982-06-18;95605260;520
13751;75364163405;2009-03-22;30411103;827
13752;62432309933;2006-02-02;35045460;1001
13753;09956057210;2000-06-08;71919540;878
13754;08573840621;1994-02-03;59634416;593
13755;73870766542;1981-07-29;53625320;1009
13756;30337057772;1929-11-22;52061340;834
13757;92272959858;1994-10-25;54490007;285
13758;56195852473;1996-01-28;52170626;833
13759;99581464992;2017-11-22;63030490;218
13760;87012149138;1993-03-09;75102246;571
13761;44089259284;1979-06-30;74945260;1097
13762;07542301821;2005-05-21;51270140;997
13763;58657827369;1939-07-10;54517400;1079
13764;84938805523;1986-05-12;67120397;1133
13765;04456845341;1995-03-07;83505020;486
13766;64779651280;1991-03-24;32050387;521
13767;93422182337;1992-11-04;32315310;882
13768;34181630792;2006-04-18;76385241;1112
13769;88640118206;2008-02-29;56517810;678
13770;09597832689;1972-11-01;26157353;956
13771;27174203585;1987-01-19;89816126;755
13772;49049541892;2018-10-30;26554351;749
13773;19506965536;2010-10-25;63036105;678
13774;84352934935;2010-09-21;29933415;940
13775;63193694590;2000-05-05;36026400;949
13776;61769027584;1981-11-13;23953250;304
13777;82524356072;1979-08-11;86601530;1146
13778;38793678456;1976-09-13;40275200;584
13779;09624325888;2006-12-04;30520026;580
13780;22633961408;2014-09-17;57055695;977
13781;47285807158;1995-08-23;26083160;289
13782;69106310151;2012-09-11;38425613;227
13783;60625385153;1936-10-19;79062700;617
13784;77101187660;2004-08-26;86183350;879
13785;64454374918;2003-03-08;95012410;685
13786;17385081886;1922-12-06;25570495;206
13787;30554434646;2006-03-28;50751440;535
13788;85928585079;2006-08-07;23030004;873
13789;46259851211;1964-08-24;55190706;598
13790;77413181986;1966-10-07;89815468;781
13791;27713943829;2016-06-18;93410154;836
13792;41621987386;1993-01-15;54300055;931
13793;08172588817;2017-09-15;60541675;567
13794;01187220642;1980-06-03;74982710;551
13795;06046749478;1936-12-14;60762455;543
13796;97853159298;2001-09-25;49069198;583
13797;35118373346;2009-06-09;85870740;942
13798;26269452224;1992-08-24;71070178;1169
13799;12192912548;2004-11-07;61658240;390
13800;55216173752;2005-01-17;56909392;882
13801;65038728583;1965-02-15;31060530;265
13802;44624777437;2003-07-24;88806825;320
13803;50305000767;1982-09-25;79640280;943
13804;38235141402;1988-11-25;86079440;677
13805;97511925401;1971-08-17;93230140;1020
13806;45390883807;1996-05-12;74987302;903
13807;37442503320;1971-11-04;67125607;856
13808;07109165159;2017-01-25;55021025;733
13809;11853298279;2005-09-17;91550241;207
13810;57445248862;1984-04-17;60734750;743
13811;95301085888;2018-06-12;68911095;222
13812;95841305974;1972-05-11;81560430;535
13813;49834674406;2004-01-12;88104424;771
13814;72287076880;1976-12-21;97545110;331
13815;95805226223;2009-09-04;88906740;999
13816;45735679767;1972-12-19;88906726;622
13817;74835242009;2005-07-10;79321015;814
13818;26917156016;1975-02-02;84605224;1158
13819;41349013440;2004-06-23;84051180;680
13820;60260054613;1970-02-22;93120690;520
13821;37437621416;1973-07-27;88101901;854
13822;79002060938;1996-09-25;95098244;255
13823;29206030542;2012-09-27;79100393;342
13824;67066173856;1969-04-28;89083048;927
13825;29959801606;1997-05-21;86600546;831
13826;88264487017;1974-11-02;26574510;774
13827;82557196237;1967-12-20;55004133;424
13828;85045778056;1995-10-14;23095290;241
13829;50999422726;1998-02-19;24915620;1129
13830;02243978479;1937-12-30;27283570;517
13831;36939455895;1995-12-19;34580450;431
13832;54289110120;2005-05-27;56355970;678
13833;51664256243;1999-06-06;30710452;250
13834;47397482317;2008-10-20;86188510;235
13835;98259448132;1994-07-19;30620260;355
13836;32095730717;2004-10-22;72017389;365
13837;77156429761;1994-07-18;74358103;720
13838;81378425600;1967-07-23;89040210;351
13839;49050349849;1992-09-27;88048383;525
13840;48856390219;2007-02-06;69151508;984
13841;63052855820;2006-10-18;85905182;1044
13842;85764853299;1996-04-01;99714613;1153
13843;12722569190;1963-10-10;91750053;225
13844;47542148054;1966-07-28;36572442;653
13845;13797877501;2014-01-25;69309177;969
13846;56555862643;1973-03-11;22763040;309
13847;20840522073;1986-03-05;79106770;1084
13848;44565722947;1966-10-13;26170360;431
13849;55281260942;1998-02-05;38070440;401
13850;59546843038;2005-09-25;61650550;270
13851;01488306356;1984-12-11;26021830;446
13852;25168792998;1979-12-04;27345420;840
13853;36230598865;1934-01-26;81265400;1047
13854;72106594118;1969-05-29;74934668;941
13855;41154969041;2007-12-23;41330520;292
13856;53129247344;1980-09-21;73813530;615
13857;33359758183;1993-09-17;41260050;419
13858;79651192013;2007-05-05;26510065;686
13859;46182606920;2007-03-08;64064250;321
13860;60796062883;1973-10-21;54100685;379
13861;37439291773;1996-05-28;60175250;973
13862;89296867425;2016-10-23;26030225;491
13863;66295398729;1968-05-19;78020290;1045
13864;00753404253;2009-11-03;97545575;1154
13865;92677338498;2016-11-28;72280632;763
13866;06685173503;2005-06-22;41100168;527
13867;63496906372;1997-07-10;67030150;818
13868;52419611393;1965-09-16;53150350;214
13869;37195307360;1933-07-11;36080550;309
13870;33101911716;1976-07-22;42717665;1051
13871;23529229415;2002-06-13;20735270;628
13872;05240450616;2005-01-25;24737568;760
13873;20068519445;2007-11-09;98790248;1142
13874;67456663354;1963-11-15;55190036;687
13875;32437767122;1994-11-27;44035292;460
13876;38401532034;2007-11-12;40342115;688
13877;85318252721;1979-09-20;38031220;1115
13878;52432231650;1936-05-04;62022475;328
13879;43009535899;2005-10-18;23058170;1072
13880;08632512197;2004-12-15;26185344;527
13881;30512404473;2007-03-19;53620733;301
13882;77203958950;1975-09-27;96065770;796
13883;85655575153;1998-08-05;79083650;811
13884;34138158353;1992-06-30;78720220;996
13885;31664013018;1978-02-05;91750170;817
13886;01310602947;2009-08-11;60765530;1006
13887;47388669546;2004-04-01;31510150;448
13888;48511254554;2003-11-06;60321030;775
13889;14717873881;1984-08-31;24710345;588
13890;34309946033;1993-01-24;57060030;1123
13891;30767748922;1980-03-13;94100700;266
13892;27126043053;1925-10-30;96835882;573
13893;22460546834;2017-03-13;41900245;504
13894;34647332642;1925-08-14;62010714;798
13895;39046109246;1929-06-01;20061015;646
13896;26908067287;1976-01-10;66077475;1031
13897;97935131231;2009-07-24;79613080;660
13898;77174024381;2019-01-18;68513738;464
13899;87086030129;2001-07-10;32606196;636
13900;31974525649;1970-12-28;60351210;366
13901;03449434715;2003-12-06;53090330;1074
13902;23548395401;1976-04-12;41680080;221
13903;03055884515;1986-01-01;49085020;663
13904;01998006803;2011-09-11;67145665;575
13905;32691572090;1986-01-17;58433440;413
13906;33934142989;2012-02-04;74594065;800
13907;90402817814;2007-11-28;60535150;377
13908;78083346538;2003-05-26;72546504;928
13909;86769100819;1974-06-11;83514550;725
13910;39640574566;2006-08-03;71250025;1156
13911;69714324170;1922-11-20;90880535;529
13912;98200422458;2006-06-04;58400396;457
13913;83433708559;2004-09-08;95176258;683
13914;48305394260;2008-04-21;59150770;796
13915;97298694714;2003-02-14;86040210;811
13916;34096660975;1972-12-29;53090660;875
13917;40440943212;2007-06-06;64208394;610
13918;57014066103;1984-11-28;26584020;775
13919;29659174804;1995-05-12;37010620;253
13920;13284985040;1992-02-10;45994132;485
13921;01197711728;1982-01-15;81770806;797
13922;64426332185;1935-02-16;70753020;1191
13923;77186651851;2005-12-11;70673434;465
13924;46409094298;1925-11-26;66065495;581
13925;35066310216;1968-04-23;48918005;1041
13926;09254221739;2004-08-17;58302185;308
13927;10797116921;2011-07-29;23071020;244
13928;63692186734;1929-11-03;59621030;948
13929;02642456564;2004-02-17;27320401;581
13930;81138724811;2021-11-29;48603105;286
13931;61740790802;1978-08-11;63031240;756
13932;37927901917;2015-02-27;87710205;620
13933;18138838942;2019-07-07;67145625;222
13934;42060399038;1924-08-17;30550530;580
13935;89213622542;1971-07-02;22750590;521
13936;67409468461;1983-07-18;88160284;935
13937;18986787363;1929-08-24;27251260;221
13938;28459515493;1981-01-14;53620375;1120
13939;52422991876;2005-01-10;61925030;244
13940;09951739057;2006-06-29;59127690;1181
13941;49349716779;2016-07-11;30550670;708
13942;78632956983;1994-11-11;99010112;772
13943;47629829170;2007-07-04;33935035;1140
13944;57570338098;2006-08-02;73804620;567
13945;92208739130;1925-01-11;72505209;1065
13946;60840257797;2013-08-09;23058550;943
13947;19137296566;2005-06-09;82530195;854
13948;20121291834;1994-04-27;31030120;823
13949;79615357642;1984-11-22;73270374;631
13950;09859788075;1994-10-09;42709240;600
13951;63749627335;2019-03-20;23826455;773
13952;36923584375;1967-02-22;23897490;265
13953;89027728264;1998-01-10;94834430;402
13954;41959539244;1968-02-01;40026170;937
13955;24056753878;2014-01-08;95010190;815
13956;19625705677;1964-12-20;29216690;947
13957;83562964779;2017-09-29;58401311;368
13958;05531633610;1986-10-25;89813388;465
13959;32226781760;1988-06-12;74989630;608
13960;52409151231;1994-12-30;83508574;1121
13961;81723974257;1997-10-21;76980624;975
13962;35722994932;1978-10-12;78005640;409
13963;12639400937;1983-03-15;35058570;520
13964;46145994481;2021-04-07;37018087;282
13965;34713044520;1982-03-13;80020160;1131
13966;61641385109;1984-12-01;95612590;296
13967;07331156873;1982-12-22;25265030;503
13968;36924016229;1978-01-07;84072430;1185
13969;20683438145;1979-01-06;71881147;873
13970;42711371511;2007-01-27;66650450;713
13971;53958092743;2011-02-20;23935095;626
13972;04864772368;1986-03-14;22740250;1190
13973;74675559369;2005-07-13;54505252;211
13974;00850046498;1998-02-26;72760090;784
13975;47396547786;2012-09-25;24730370;468
13976;34472485396;2009-07-11;88075610;927
13977;56512896427;1994-11-14;67120515;1069
13978;39434964969;2007-07-15;66075740;595
13979;04083623160;2007-01-15;72551100;902
13980;54160553609;1999-06-01;41195825;1192
13981;66045614462;2005-01-10;45037225;891
13982;95226707287;1964-01-13;94480220;544
13983;06094904282;2015-02-13;50680710;527
13984;88459940775;1992-10-06;76906682;1023
13985;04681625417;2008-11-20;41412480;207
13986;67229810261;1988-10-08;58807228;933
13987;62631478567;1964-03-11;83323205;1073
13988;22549515506;1999-05-01;78138392;586
13989;76108680332;1981-01-30;24943145;1143
13990;69317274547;1981-05-15;88058971;898
13991;85768541812;2006-05-27;24711000;877
13992;68402330846;1928-12-21;42739230;945
13993;61182778924;2013-05-16;28027455;1029
13994;92861654590;2001-07-09;30431089;288
13995;84416020685;1927-02-02;93614540;749
13996;78747807774;1983-08-09;67113200;870
13997;38233299943;2002-07-27;85870240;321
13998;73431868177;1997-02-19;94455346;1189
13999;34350675119;1975-02-01;30210490;543
14000;27618550532;2020-07-24;54240740;364
14001;61200521277;2006-06-21;53370210;1159
14002;74259348562;1992-12-03;23040307;1148
14003;90840727106;1928-09-23;32056010;644
14004;52957487766;1932-02-26;99034050;442
14005;57396758401;1995-12-25;96212730;579
14006;64925994936;1985-11-20;89045505;419
14007;68777884859;1981-05-22;82015790;977
14008;83437306082;2004-12-18;45989458;1051
14009;97291027205;1962-01-01;73355017;1103
14010;46695668907;1974-06-15;40279390;1178
14011;44108330399;1983-02-14;36140971;896
14012;23761390020;2004-10-28;61628620;871
14013;88973050031;1983-05-12;21555130;917
14014;75507970816;1939-09-05;60430580;789
14015;32204700267;1981-08-20;22790865;406
14016;38477935857;2009-07-31;33146228;818
14017;53622127376;2005-02-22;79012652;388
14018;92501503413;2008-05-29;75533130;1196
14019;08554910381;2014-12-19;77440600;344
14020;49465537192;1991-03-05;88512452;352
14021;10143593214;2002-04-09;26276318;225
14022;09646867848;2006-08-27;27273730;1105
14023;64285457185;1994-02-02;74958280;596
14024;70317632040;1995-07-02;30451695;337
14025;42693254423;2015-09-07;45075530;394
14026;45159352597;2021-01-10;66645043;1190
14027;48214668475;2010-10-10;97032145;815
14028;31102399079;1992-04-15;34505330;351
14029;88108915285;2017-01-19;79611304;831
14030;87935601493;2003-03-07;81470205;1006
14031;74874459025;1980-04-12;54490182;621
14032;94196670101;1929-07-18;47813218;1164
14033;85421549593;1996-02-10;93230310;357
14034;52341327683;1932-06-13;83010220;256
14035;25324937081;1962-06-06;28605365;207
14036;66510832897;1975-08-24;88311583;591
14037;44822239777;1984-10-06;25928055;760
14038;84554812738;1998-03-05;22710808;895
14039;31120953929;1968-09-21;93490030;823
14040;30875249395;1993-02-12;98807020;1000
14041;85608993106;1978-01-25;22753762;352
14042;04393224854;2006-09-13;71820805;931
14043;40612147341;1977-01-23;55890970;1193
14044;46540381319;1994-03-12;89507547;915
14045;41905045187;1924-04-11;60140120;266
14046;78578592528;1976-11-05;74370723;923
14047;65692601749;2001-10-12;55034630;905
14048;64929662056;1992-09-03;59614790;1163
14049;44934539988;1979-07-03;71727800;435
14050;84965657203;2013-07-23;72547612;450
14051;48777319992;2020-08-07;34012055;612
14052;63407965753;1964-02-14;26433080;216
14053;71355642787;1982-07-20;21635260;250
14054;05539193938;1982-02-13;50720070;1077
14055;56035870597;1994-01-20;41180445;1123
14056;02810761314;1937-08-29;86812765;395
14057;54315024018;1930-06-08;81310437;601
14058;65942984233;1972-09-05;88370276;611
14059;52047457244;1924-10-01;58708022;897
14060;61645024925;1992-02-20;94810650;528
14061;56163413375;2005-11-13;91740670;1061
14062;81717262154;2008-05-15;70673622;472
14063;42081804728;1996-01-22;38036100;760
14064;43530666155;1962-01-14;55606595;585
14065;41538296213;2011-08-20;92325310;824
14066;34666669081;1992-12-27;60330356;476
14067;57019526126;1964-06-07;56304170;731
14068;19799655672;1999-02-25;98802315;443
14069;77361117461;1923-11-29;23897125;1012
14070;09793381843;2007-03-24;91751691;389
14071;27747345500;1978-12-24;72225223;1080
14072;63851059774;1927-02-16;24735450;456
14073;85954131071;2003-03-16;79014160;970
14074;54150260669;2003-05-26;94415560;1033
14075;46905593941;2005-09-27;35041320;394
14076;74492649532;1989-01-17;25902692;1191
14077;38526920695;1940-01-08;85504006;705
14078;89980711444;1996-01-24;29023187;579
14079;04803151722;2001-02-20;89816158;520
14080;55927628821;1995-05-30;21931972;488
14081;00799246214;1996-07-19;96025110;731
14082;62070133245;1968-05-19;87040250;382
14083;50529876931;1998-02-02;26317455;966
14084;05068637974;1994-01-24;64057245;354
14085;87991892742;1997-10-15;30870080;1086
14086;21261435270;2006-01-22;21843182;214
